Distributeur,tconst,Année_de_Sortie,Genre,Réalisateur_id,Réalisateur,Acteur_Id,Acteur,Actrice_Id,Actrice,Id_film,original_language,Titre,Synopsis,Popularité,Affiche_de_Film,Pays,Revenues,Durée,Langues,Note,Nombre_de_Vote,Catégorie
DIAPHANA,tt0171685,1999.0,Drama,nm0708903,Lynne Ramsay,nm0281107|nm0247035|nm0588640|nm0708892,"Tommy Flanagan,William Eadie,John Miller,James Ramsay",nm0560103|nm0829672|nm0708861|nm0612024|nm0703866,"Mandy Matthews,Michelle Stewart,Lynne Ramsay Jr.,Leanne Mullen,Jackie Quinn",29698,en,Ratcatcher,"James Gillespie is 12 years old. The world he knew is changing. Haunted by a secret, he has become a stranger in his own family. He is drawn to the canal where he creates a world of his own. He finds an awkward tenderness with Margaret Anne, a vulnerable 14 year old expressing a need for love in all the wrong ways, and befriends Kenny, who possesses an unusual innocence in spite of the harsh surroundings.",7.756,/yNfHk5qKBWTuHmrYTeFP3wevUut.jpg,"['FR', 'GB']",0,94,['en'],7.183,175,Art et Essai
UIP,tt0350258,2004.0,"Biography,Drama,Music",nm0000431,Taylor Hackford,nm0004937|nm0694066|nm0502015|nm0940158|nm1468486,"Jamie Foxx,Clifton Powell,Harry Lennix,Bokeem Woodbine,C.J. Sanders",nm0005093|nm0913488|nm0254712|nm1709173,"Regina King,Kerry Washington,Aunjanue Ellis-Taylor,Sharon Warren",1677,en,Ray,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered coupling gospel and country together.",25.887,/tSPC7sO2XYNL9QcMmK88tuUALL5.jpg,['US'],124731534,152,['en'],7.447,1696,Art et Essai
Potemkine Films,tt6601502,2018.0,Drama,nm2843837,Richard Billingham,nm0739274|nm0039262|nm0758411|nm11772144|nm0915453,"Patrick Romer,Richard Ashton,Justin Salinger,Callum Slater,Tony Way",nm2119840|nm11772146|nm11772147,"Ella Smith,Mary Helen Donald,Ramona Billingham",500438,en,Ray & Liz,"On the outskirts of Birmingham and the margins of society the Billingham family perform extreme rituals and break social taboos as they muddle through a life decided by factors beyond their control. At times shocking and laced with an unsettling humor, three episodes unfold as a powerful evocation of the experience of growing up in a Black Country council flat.",4.124,/ld0XmIdvHFuq4bGJIrSsHzAlLKk.jpg,['GB'],0,107,['en'],6.8,46,Art et Essai
GAUMONT,tt0048543,1955.0,"Crime,Drama,Thriller",nm0213940,Henri Decoin,nm0300064|nm0197950|nm0893341|nm0753716|nm0682664,"Jean Gabin,Marcel Dalio,Lino Ventura,Albert Rémy,Pierre-Louis",nm0444321|nm0691725|nm0819020,"Lila Kedrova,Jacqueline Porel,Françoise Spira",44256,fr,Razzia sur la Chnouf,"Henri, the Man from Nantes, comes back to his country after a successful stay in the United States, where he was working for Liski, the drug dealer. With the fame of being a tough guy preceding him, he sets himself to the task of knowing why the French operations were not so profitable - and soon he is master of all links of the organization. He can now get it honed to perfection - or destroy it. Only... the Police are following his every step.",4.96,/5MLzcPe7MJj6wWIsgUazTCMK4hd.jpg,['FR'],0,101,['fr'],6.721,61,Art et Essai
DIAPHANA,tt2392672,2014.0,Comedy,nm1189197,Quentin Dupieux,nm0149260|nm0483200|nm1417647|nm1728099|nm0001278,"Alain Chabat,Jonathan Lambert,Jon Heder,Eric Wareheim,John Glover",nm0001965|nm2472838|nm3415275|nm0227888,"Élodie Bouchez,Kyla Kenedy,Lola Delon,Susan Diol",179150,fr,Réalité,"A wanna-be director is given 48 hours by a producer to find the best groan of pain, worthy of an Oscar, as the only condition to back his film.",6.729,/l6aty0lfqsTefZ5xduwT7D44N1q.jpg,"['BE', 'FR']",423619,87,"['fr', 'en']",7.188,401,Art et Essai
Metropolitan Filmexport,tt24068064,2023.0,Drama,nm13258656,Tina Satter,nm0357979|nm8463983|nm2059443|nm9624740|nm14882406,"Josh Hamilton,Marchánt Davis,Benny Elledge,John Way,Darby",nm2858875,Sydney Sweeney,985617,en,Reality,Reality Winner was a former American intelligence specialist. She was given the longest sentence ever for the unauthorized release of government information to the media for leaking an intelligence report about Russian interference in the 2016 United States elections via an email phishing operation.,8.577,/zmlCU2XRvj8ttnFjHE0teRgyysB.jpg,['US'],0,83,['en'],0.0,0,Art et Essai
PACTE (LE),tt1846487,2012.0,"Comedy,Drama",nm0308520,Matteo Garrone,nm4444700|nm0660097|nm5033134|nm3130869,"Aniello Arena,Nando Paone,Nello Iorio,Raffaele Ferrante",nm0590883|nm3527892|nm1288493|nm5032937|nm3580531,"Paola Minaccioni,Loredana Simioli,Nunzia Schiano,Rosaria D'Urso,Giuseppina Cervizzi",103758,it,Reality,"A dark comedy centering on the lives of a Neapolitan based family whose father, a fish merchant, is so infatuated with the reality TV show ""Grande Fratello"" (the Italian version of ""Big Brother"") he starts living his life as if he were on it.",4.98,/bl2Hy8yyHXmTSDLz3NMxIe9wgIo.jpg,"['FR', 'IT']",3350996,110,"['en', 'it', 'la']",7.18,280,Art et Essai
HAPPINESS Distribution,tt1820488,2012.0,"Drama,War",nm1243740,Kim Nguyen,nm3997809|nm4557734|nm1127166|nm4153143|nm4766233,"Alain Lino Mic Eli Bastien,Serge Kanyinda,Ralph Prosper,Mizinga Mwinga,Jean Kabuya",nm4557759|nm4903874|nm4766224,"Rachel Mwanza,Diane Uwamahoro,Starlette Mathata",98205,fr,Rebelle,"Somewhere in Sub-Saharan Africa, Komona a 14-year-old girl tells her unborn child growing inside her the story of her life since she has been at war. Everything started when she was abducted by the rebel army at the age of 12.",5.799,/78Yi8mzd1S04ANbdlxI1FkMl4Vx.jpg,"['CA', 'CD']",0,90,"['ln', 'fr']",6.572,83,Art et Essai
FILMS ELEMENTAIRES,tt0295557,1984.0,Drama,nm0723818,Jacques Richard,nm0529543|nm1047736|nm0733201|nm0308041|nm0144798,"Jean-Pierre Léaud,Christophe Bazzini,Jacques Robiolles,Maurice Garrel,Philippe Castelli",nm0313682|nm0042106|nm0561177|nm0493959,"Olga Georges-Picot,Tina Aumont,Mado Maurin,Gabrielle Lazure",414443,fr,Rebelote,"Rémi Chauveau, ten years old, lives in a broken home. He first experiences an austere boarding school and then an authoritarian and abusive nanny. Teenager, he works as butcher in Paris. On Saturday, he made “silly little things” that sometimes lead to prison.",0.6,UNKNOWN,[],0,80,['fr'],5.5,4,Art et Essai
EQUATION,tt0366943,2003.0,"Drama,Romance",nm1061993,Christoffer Boe,nm0509263|nm0377631|nm1465063|nm0110334|nm0824787,"Nikolaj Lie Kaas,Krister Henriksson,Klaus Mulbjerg,Nicolas Bro,Peter Steen",nm0095013|nm0095013|nm0245427|nm0777347|nm0265149,"Maria Bonnevie,Maria Bonnevie,Ida Dwinger,Malene Schwartz,Helle Fagralid",29456,da,Reconstruction,"Late one evening Alex suddenly abandons his girlfriend, Simone, to pursue the beautiful Aimee. In his encounter with Aimee time and place dissolve for him and he becomes a stranger to Simone, to whom he cannot return.",5.21,/fWke9pUnvJ1S3LRL5b0CDs621Pa.jpg,['DK'],0,92,['da'],6.5,58,Art et Essai
UNKNOWN,tt0066288,1970.0,Drama,nm0137345,Gilles Carle,nm0683600|nm0350744|nm0310306|nm0584714|nm0683603,"Daniel Pilon,Gratien Gélinas,Paul Gauthier,Claude Michaud,Donald Pilon",nm0217660|nm0321010|nm0378384,"Geneviève Robert,Fernande Giroux,Sylvie Heppel",448085,fr,Red,"A half-cast used cars salesman wants anything from the white society and is ready to do anything to get it. But when he is accused of murdering his half-sister who was killed with his rifle, he flees to an indian village. He doesn't feel any more at home there than in the white city. He decides to go back to find and punish the killer.",0.6,/yjzk4F3yZIQwPV8BeEnVXOczdUO.jpg,['CA'],0,103,['fr'],7.0,2,Art et Essai
ARP Sélection,tt3264102,2014.0,"Biography,Documentary,History",nm2126907,Gabe Polsky,nm0212636,Mark Deakins,UNKNOWN,UNKNOWN,256876,en,Red Army,"A documentary highlighting the Soviet Union's legendary and enigmatic hockey training culture and world-dominating team through the eyes of the team's Captain Slava Fetisov, following his shift from hockey star and celebrated national hero to political enemy.",4.636,/xFP2rDfvymSAdVLXRUM6xF8RqPz.jpg,['RU'],694600,76,"['en', 'ru']",7.316,122,Art et Essai
EQUATION,tt0471030,2006.0,"Drama,Mystery,Thriller",nm0036349,Andrea Arnold,nm0192889|nm1161994|nm0383467|nm0035560|nm0173765,"Tony Curran,Martin Compston,Paul Higgins,Andrew Armour,John Comerford",nm0225483|nm1461267|nm1179736|nm2828658,"Kate Dickie,Natalie Press,Carolyn Calder,Jessica Angus",11705,en,Red Road,"Jackie is a CCTV operator. Each day, she watches over a small part of the world, protecting the people living their lives under her gaze. One day, a man shows his face on her monitor, a man she thought she would never see again, a man she hoped never to see again. Now she has no choice and is compelled to confront him.",6.67,/wWqjKQkcKhhxHlCjfNURe6mfuqf.jpg,"['DK', 'GB']",1128345,113,['en'],6.475,164,Art et Essai
PAN EUROPEENNE,tt0105226,1993.0,"Crime,Drama,Thriller",nm0001093,John Dahl,nm0000115|nm0000454|nm0714198|nm0426390|nm0031987,"Nicolas Cage,Dennis Hopper,Craig Reay,Vance Johnson,Robert Apel",nm0001223,Lara Flynn Boyle,10427,en,Red Rock West,"When a promised job for Texan Michael fails to materialize in Wyoming, Mike is mistaken by Wayne to be the hitman he hired to kill his unfaithful wife, Suzanne. Mike takes full advantage of the situation, collects the money, and runs. During his getaway, things go wrong, and soon get worse when he runs into the real hitman, Lyle.",7.527,/ewofUEqU3Gpr7WSgSz3TEVPIfBg.jpg,['US'],2500000,98,['en'],6.617,260,Art et Essai
Le Pacte,tt13453006,2021.0,"Comedy,Drama,Romance",nm0048918,Sean Baker,nm0005350|nm12881731|nm8640619|nm12881718,"Simon Rex,Bashir Abboud,Kevin Cavanaugh,Marlon Lambert",nm3796542|nm10847160|nm12881714|nm13199835|nm13198970,"Bree Elrod,Suzanna Son,Brenda Deiss,Sophie,Vickie Pearce",763329,en,Red Rocket,"Finding himself down and out in Los Angeles, ex porn star Mikey Saber decides to crawl back to his hometown of Texas City, Texas, where his estranged wife and mother-in-law are living. Just as this dysfunctional family seems to be making things work, Mikey meets a young woman named Strawberry working the cash register at a local doughnut shop.",10.942,/345gLhiNpItU1ICx8OxJQwjgPmH.jpg,['US'],2200000,130,['en'],6.77,285,Art et Essai
UIP,tt0082979,1981.0,"Biography,Drama,History",nm0000886,Warren Beatty,nm0000886|nm0001346|nm0467085|nm0000197|nm0000649,"Warren Beatty,Edward Herrmann,Jerzy Kosinski,Jack Nicholson,Paul Sorvino",nm0000473|nm0822972,"Diane Keaton,Maureen Stapleton",18254,en,Reds,"An account of the revolutionary years of the legendary American journalist John Reed, who shared his adventurous professional life with his radical commitment to the socialist revolution in Russia, his dream of spreading its principles among the members of the American working class, and his troubled romantic relationship with the writer Louise Bryant.",10.205,/3jOs4aWI7XSVIEaF8KMojNre7A7.jpg,['US'],40382659,195,"['en', 'fi', 'fr', 'de', 'it', 'ru']",6.886,272,Art et Essai
HAUT ET COURT,tt3717390,2014.0,"Drama,Thriller",nm1195308,Diego Lerman,nm6481783|nm2563663,"Sebastián Molinaro,Agustín Rittano",nm0246638|nm1600742|nm6521624|nm6521625|nm4118897,"Julieta Díaz,Marta Lubos,Valentina García Guerrero,Silvia Bayle,Sofía Palomino",270909,es,Refugiado,"7 year old Matías returns home from a friend’s birthday party to find his mother, Laura, unconscious on the floor. When she recovers her senses they decide to leave home and rush to a shelter for abused women where they spend 48 hours before Laura decides to rebuild her life somewhere else. Through the eyes of Matías we will discover their escape in a city where everything Matías once knew feels dangerous and foreign until Laura finds a secure place to raise her son.",1.701,/4YMyiI9sTJnQet9P2DiLamUJqJY.jpg,['AR'],0,95,['es'],6.0,12,Art et Essai
PAN EUROPEENNE,tt0110958,1994.0,"Crime,Drama",nm0002191,Jacques Audiard,nm0004462|nm0946179|nm0440913|nm0045625|nm0894211,"Jean-Louis Trintignant,Jean Yanne,Mathieu Kassovitz,Yvon Back,Yves Verhoeven",nm0644680|nm0664243,"Bulle Ogier,Christine Pascal",64347,fr,Regarde les hommes tomber,"Simon is a sales representative about fifty. When Mickey, his cop friend, is being shot, he leaves everything to find the murderers. Two years before, Marx, an old gambler, met Frederic, a young man that does not look very smart and started to follow him everywhere (as a puppy) and changed his name to Johnny to please Marx. Of course, Simon's story is related with Marx and Johnny's one. But the thriller is only a pretext for a psychological description of the three main characters.",2.563,/s4kAQLqnHxPmS5GrKRxIsEUfDaf.jpg,['FR'],0,90,['fr'],6.4,38,Art et Essai
GAUMONT,tt1063693,2007.0,Drama,nm2001539,Audrey Estrougo,nm2757909|nm1180836|nm2757388|nm2756373|nm2754690,"Terry Nimajimbe,Paco Boublard,Oumar Diaw,Jimmy Woha Woha,Renaud Astegiani",nm1711344|nm2754446|nm1715217|nm0836684|nm2184615,"Emilie de Preissac,Eye Haïdara,Lili Canobbio-Mouly,Salomé Stévenin,Djena Tsimba",121112,fr,Regarde-moi,UNKNOWN,0.712,/xltyVLO6ZkUAxPYf7ceoVCeTl3w.jpg,['FR'],0,97,['fr'],5.5,4,Art et Essai
CINE ROCK,tt0204587,1979.0,"Documentary,Music",nm0666994,Stefan Paul,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,279601,en,Reggae Sunsplash,"Combining concert footage and interviews with the performers, Reggae Sunsplash takes an inside look at the biggest reggae music festival in the world.",0.6,/alJikMaSklDaDR3UMLXNvii53f6.jpg,"['DE', 'JM']",0,107,['en'],8.0,1,Art et Essai
ARP SELECTION,tt0434304,2005.0,"Comedy,Romance",nm0350957,Manuel Gómez Pereira,nm0758687|nm0880054|nm1281229|nm0376655|nm1346713,"Gustavo Salmerón,Unax Ugalde,Hugo Silva,Daniel Hendler,Paco León",nm0004650|nm0560962|nm0286579|nm0760093|nm0089621,"Marisa Paredes,Carmen Maura,Verónica Forqué,Mercedes Sampietro,Betiana Blum",31822,es,Reinas,"In Spain, a couple of days before a collective gay wedding, the lives of five mothers, whose sons will get married, are entwined: Judge Helena is in charge of the ceremony; the entrepreneur in hotel business Magda is hosting the guests in her hotel and is responsible for the banquet, while facing a strike leaded by her lover and chef; the nymphomaniac Nuria is facing problems due to her disease; the wealthy Reyes is having a crush for the father of her son's mate and her gardener; and the Argentinean cooker Ofelia is facing financial problems and difficulties in with her son's mate. Along three days, they have complicated relationships with their sons and mates, ex-husbands, lovers and employees.",2.957,/3VwHfHf2yNkhiyAvDuZdqmvLopr.jpg,['ES'],0,107,['es'],5.8,31,Art et Essai
PYRAMIDE,tt0269771,2001.0,"Comedy,Drama",nm0894742,Marion Vernoux,nm0487022|nm0530365|nm0577841|nm0693799|nm0951520,"Victor Lanoux,Sergi López,Gilbert Melki,Melvil Poupaud,Jonathan Zaccaï",nm0895759|nm0277229|nm0000945|nm0194662|nm0071116,"Karin Viard,Hélène Fillières,Jane Birkin,Clémentine Célarié,Valérie Benguigui",67384,fr,Reines d'un jour,"Some days turn out to be simply unforgettable. For Marie, it all starts with a pregnancy test… that proves positive, a car accident and being fired from her job... For Hortense, mobile phone in hand, the frantic quest for sexual satisfaction begins in a traffic jam... For both Luis and Maurice, the unexpected appearance of a loved one pitches them into a world of dreams and nightmares. While some of the characters know each other, others come into contact by chance. One woman profits from all this, the other is shattered. One will have gone looking for trouble, the other will have asked for nothing. There'll be no fatalities.",1.316,/lqnIV9SKBKCbKI1jfxYfsMhyoTe.jpg,['FR'],0,92,['fr'],6.5,11,Art et Essai
UNKNOWN,tt0070620,1973.0,"Crime,Drama",nm0000780,Denys Arcand,nm0482049|nm0300990|nm0139155|nm0498877|nm0495585,"Jean Lajeunesse,J. Léo Gagnon,René Caron,Jean Pierre Lefebvre,Roger Lebel",nm0346890|nm0128281|nm0518009|nm0172006|nm0045886,"Luce Guilbeault,Therese Cadorette,Hélène Loiselle,Frédérique Collin,Margo MacKinnon",208153,fr,Réjeanne Padovani,The unexpected return of his ex-wife and the assembly of a group of protesters both threaten to wreck a corrupt contractor's inauguration party for his new superhighway.,0.677,UNKNOWN,['CA'],0,96,"['fr', 'en']",6.3,7,Art et Essai
Norte Distribution,tt19373366,2022.0,Documentary,nm2060173,Audrey Ginestet,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,940385,fr,Relaxe,"Manon has been a defendant in the Tarnac case for ten years, accused with eight other people of participating in a terrorist undertaking while sabotaging high-speed lines in France. As their trial approaches, I’m taking my camera to join the group of women who helps Manon preparing her defense.",1.025,/4tkoFJksywVope4eEijAFuFpXqI.jpg,['FR'],0,92,['fr'],6.0,1,Art et Essai
COLIFILMS,tt0453194,2006.0,Drama,nm1202806,Roger Gual,nm0225921|nm0690303|nm0660088|nm0758687|nm0107165,"Juan Diego,Eusebio Poncela,Mario Paolucci,Gustavo Salmerón,Alex Brendemühl",nm0613284|nm0608187|nm1011070,"Silvia Munt,Mercedes Morán,Marta Etura",176575,es,Remake,"Friends get together in a country house and reminisce about the ""good old times."" Some now have grown-up children who accompany them and life is different... or is it? The story unravels quite well with good dialog and superior acting from the entire cast. The movie is philosophical without being bogged down by the some times heavy content. A very refreshing look at life, getting old, being free and always finding ways to share, appreciate and enjoy.",1.027,/grprbpGasJnXgVPBRdG580V6s98.jpg,"['AR', 'ES']",0,95,['es'],4.3,3,Art et Essai
PYRAMIDE DISTRIBUTION,tt0163180,1999.0,"Biography,Drama,History",nm0560400,Charles Matton,nm0001970|nm0734000|nm0959897|nm0092184|nm0478817,"Klaus Maria Brandauer,Jean Rochefort,Jean-Philippe Écoffey,Richard Bohringer,Franck de la Personne",nm0001960|nm0824373|nm0887204|nm0797631,"Romane Bohringer,Johanna ter Steege,Caroline van Houten,Caroline Silhol",66082,fr,Rembrandt,"This French-German-Dutch biopic on the life of 17th century Dutch master Rembrandt van Rijn is told in flashbacks from the point-of-view of the aged artist. Soon after establishing his career as a painter in Amsterdam, he marries the radiant Saskia. As he makes a name for himself, he can soon afford to buy a large house by teaching wealthy aristocrats how to paint. However, the couple's happiness is short-lived; Saskia dies soon after bearing their son, Titus. Crushed, van Rijn seeks comfort first in the arms of his maid Geertje and then with his second wife, Hendrickje, who gives birth to a daughter. In spite of his genius, van Rijn's determinedly eccentric behavior alienates the very members of the elite who were paying his bills. At one point, the artist's home and belongings, including many of his paintings, are seized and sold for humiliatingly low prices in a rigged auction.",0.762,/tllRBT0ZKFwtLV7t4rmNNa38Bpz.jpg,"['FR', 'DE', 'NL']",0,103,['fr'],5.7,5,Art et Essai
E.D. DISTRIBUTION,tt0076613,1977.0,Drama,nm0826348,Jos Stelling,nm0826347|nm0463013|nm1015099|nm2528598|nm9820783,"Frans Stelling,Ton de Koff,Ed Kolmeijer,Henk Douze,Lex Drijver",nm0801871|nm0318623|nm0892403|nm9820780,"Lucie Singeling,Aya Gill,Hanneke van der Velden,Monique Papen",57410,fr,Rembrandt fecit 1669,"In the final year of his life, Rembrandt painted a series of self-portraits that show him in a dark, lonely state of mind. Stelling has painstakingly recreated the pathetic end of a genius with an authenticity that allows viewers to infer their own conclusions about the relationship between Rembrandt's life and art.",0.799,/i2I02BhpakIbH8DqmEI3LXWlZgI.jpg,['NL'],0,120,['nl'],6.7,6,Art et Essai
ARP Sélection,tt3704050,2015.0,"Drama,Mystery,Thriller",nm0000382,Atom Egoyan,nm0001626|nm0001445|nm0290320|nm0422021|nm0001089,"Christopher Plummer,Martin Landau,Sean Francis,Howard Jerome,Henry Czerny",nm0731323|nm0807288|nm5972277|nm0050298,"Kim Roberts,Amanda Smith,T.J. McGibbon,Liza Balkan",302528,en,Remember,"With the aid of a fellow Auschwitz survivor and a hand-written letter, an elderly man with dementia goes in search of the person responsible for the death of his family.",10.224,/x496Ip0weJYfsEX23eNyzG4MjXV.jpg,"['CA', 'DE', 'ZA']",1986615,94,"['de', 'en']",7.362,623,Art et Essai
COLUMBIA TRISTAR,tt0078150,1978.0,"Drama,Thriller",nm0748928,Alan Rudolph,nm0000578|nm0348214|nm0000156|nm0859772|nm0675114,"Anthony Perkins,Moses Gunn,Jeff Goldblum,Tim Thomerson,Jeff Perry",nm0001036|nm0073550|nm0005569|nm0171141,"Geraldine Chaplin,Berry Berenson,Alfre Woodard,Marilyn Coleman",84207,en,Remember My Name,"Just released from prison, a young woman arrives in town to start a new life, but soon begins stalking a married construction worker for no apparent reason, turning his life inside out and eventually terrorizing him and his wife.",2.921,/bHdniuLNmiZWzWuIf8uLdF2AAZT.jpg,['US'],0,94,['en'],5.8,21,Art et Essai
PATHE,tt0386741,2006.0,"Action,Animation,Sci-Fi",nm1466691,Christian Volckman,nm0185819|nm0000596|nm0000453|nm0539616|nm0970821,"Daniel Craig,Jonathan Pryce,Ian Holm,Kevork Malikyan,Robert Dauney",nm0001517|nm0304801|nm1605212|nm1225156,"Catherine McCormack,Romola Garai,Crystal Shepherd-Cross,Isabelle Van Waes",9389,fr,Renaissance,"To find Ilona and unlock the secrets of her disappearance, Karas must plunge deep into the parallel worlds of corporate espionage, organized crime and genetic research - where the truth imprisons whoever finds it first and miracles can be bought but at a great price.",7.536,/btM2H1pXnudIALp4p6MnTBboRAN.jpg,"['BE', 'FR', 'LU', 'GB', 'US']",1831348,105,"['en', 'fr']",6.553,217,Art et Essai
DIAPHANA,tt0322082,2003.0,Drama,nm0029458,Hélène Angel,nm0000809|nm1390915|nm0530365|nm0864487|nm0577841,"Daniel Auteuil,Nicolas Nollet,Sergi López,Titoff,Gilbert Melki",nm0222922|nm0674816,"Emmanuelle Devos,Claude Perron",70408,fr,Rencontre avec le dragon,"11th Century AD. In a world that burns with the heat of battle, a world torn apart by Crusades, one knight traverses the desolate wastes laid bare by bloody conflict. Prepare yourself for a descent into a brutal hell, where armies clash and blood flows like rivers, and where a sharp blade is the only means of defense against an army of evil.",1.4,/eQkjX0XTMfhONdFe9a2kCSPRcjq.jpg,['FR'],0,109,['fr'],5.2,6,Art et Essai
UGC,tt0089902,1985.0,"Drama,Romance",nm0029242,André Téchiné,nm0933727|nm0822004|nm0004462|nm0900097|nm0634500,"Lambert Wilson,Wadeck Stanczak,Jean-Louis Trintignant,Jean-Louis Vitrac,Jacques Nolot",nm0000300|nm0000300|nm0491763|nm0926723|nm0137585,"Juliette Binoche,Juliette Binoche,Dominique Lavanant,Anne Wiazemsky,Olimpia Carlisi",34093,fr,Rendez-vous,"Nina, young girl from the provinces discovering the capital, meets people by chance, and carries out apprenticeship of the theatre and love. Paulot first of all, reassuring figure of an ordinary man, solid as a rock. Then Quentin, a fallen actor tormented by a past drama, violent as lightning. Finally, Scrutzler, an inflexible and exhausted director who chooses Nina, throws her on the stage. A revelation is born through these three meetings. But, it is with herself that Nina has an appointment.",4.809,/rICHxS03w4peWxcdGgT8pyb9eOp.jpg,['FR'],0,82,"['fr', 'en']",5.654,52,Art et Essai
UNKNOWN,tt0067667,1971.0,"Drama,Music,Mystery",nm0217974,André Delvaux,nm0140649|nm0887161|nm0487650|nm0894608|nm0483843,"Mathieu Carrière,Roger Van Hool,Boby Lapointe,Pierre Vernier,Pierre Lampe",nm0439344|nm0644680|nm0305478|nm0081463,"Anna Karina,Bulle Ogier,Luce Garcia-Ville,Nella Bielski",4746,fr,Rendez-vous à Bray,"In 1917, the First World War is raging. Julien is from Luxemburg, so instead of having to go to war he studies piano in Paris. One day his friend Jacques, also a musician and now a fighter pilot on the front, invites him to spend a few days in his family's empty house in Bray. The housekeeper, a beautiful stoic woman lets Julien in, but his friend is late and he is obliged to wait. In the meantime, he starts reminiscing of the pre-war days spent with his friend and Jacques' girlfriend Odile.",2.044,/j6EPaWxcEecsWC76kPPaYlVxWPV.jpg,"['BE', 'FR', 'DE']",0,90,"['fr', 'de']",4.4,14,Art et Essai
PATHE DISTRIBUTION,tt0306009,2002.0,Drama,nm0146760,Alain Cavalier,nm0494287|nm1268292|nm1110013|nm6022850|nm6022851,"Joël Lefrançois,Thomas Duboc,Guy-François Malbranche,Michel Barbelivien,Pierrick Bocquet",nm1221223|nm1220826|nm1220825|nm1269325|nm6022842,"Nathalie Malbranche,Nathalie Grandcamp,Emmanuelle Grandcamp,Jeanine Malbranche,Catherine Beeken",367716,fr,René,"René, a children's theater performer, has a problem : he is a hearty eater and he weighs no less than 155 kilos. After being abandoned by his girlfriend, René decides to go on a diet, notably to reconquer her. It is also an opportunity for him to question his former lifestyle and to define new values...",0.681,/f2NGHJoY7ALwtDBmMExZllW4Acc.jpg,[],0,85,['fr'],6.3,3,Art et Essai
HAUT ET COURT,tt2173668,2012.0,Drama,nm0229073,Rachid Djaidani,nm3370158|nm0814525|nm5388020|nm4489932|nm5312810,"Slimane Dazi,Stéphane Soo Mongo,Hakim Ammar Boudjelal,Mourad Hocine,Matisse Tiby",nm2671470|nm0603154,"Sabrina Hamida,Nina Morato",134722,fr,Rengaine,"Paris, today. Dorcy, a young black Christian, wants to marry Sabrina, a young North African. It what would be a simple matter if  it weren't for the fact that Sabrina has 40 brothers and that this easygoing wedding has crystallized a taboo still rooted in the mentalities of the two communities: no marriages between Blacks and Arabs. Slimane, the elder brother, and guardian of traditions, will oppose this union in every way possible.",1.304,/zwwzaKF0dDjCRS0MiCj7fk5hN0d.jpg,['FR'],0,85,['fr'],5.1,7,Art et Essai
MARS Distribution,tt2150332,2012.0,"Biography,Drama,History",nm0099841,Gilles Bourdos,nm0099677|nm1196219|nm4461361|nm0688648,"Michel Bouquet,Vincent Rottiers,Thomas Doret,Laurent Poitrenaux",nm1817887|nm0001960|nm0322486|nm2306816|nm0332136,"Christa Théret,Romane Bohringer,Michèle Gleizer,Anne-Lise Heimburger,Sylviane Goudal",134673,fr,Renoir,"In the French Riviera in the summer of 1915, Jean Renoir, son of the Impressionist painter, Pierre-Auguste returns home to convalesce after being wounded in World War I. At his side is Andrée, a young woman who rejuvenates, enchants, and inspires both father and son.",6.723,/jmzC441vGgvPiZQWTCMbIEH63Ka.jpg,['FR'],2293798,111,"['fr', 'it']",6.3,117,Art et Essai
MARS FILMS,tt5096536,2016.0,Drama,nm1580395,Katell Quillévéré,nm2588665|nm0099521|nm0791480|nm3588254|nm2028613,"Tahar Rahim,Bouli Lanners,Kool Shen,Karim Leklou,Finnegan Oldfield",nm0782561|nm0234237|nm2873161|nm0998117,"Emmanuelle Seigner,Anne Dorval,Monia Chokri,Alice Taglioni",383807,fr,Réparer les vivants,"It all starts at daybreak, three young surfers on the raging seas. A few hours later, on the way home, an accident occurs. Now entirely hooked up to life-support in a hospital in Le Havre, Simon’s existence is little more than an illusion. Meanwhile, in Paris, a woman awaits the organ transplant that will give her a new lease on life.",6.42,/4QD9bXJHOtnR7YfvmGjv8n1HTfu.jpg,"['BE', 'FR']",3176,104,"['en', 'de']",6.415,195,Art et Essai
CONNAISSANCE DU CINEMA,tt0082986,1981.0,Documentary,nm0220019,Raymond Depardon,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,31323,fr,Reporters,"The co-founder of the Gamma press agency, Raymond Depardon, created this documentary of press photographers in Paris and their subjects by following the photographers around for one month, in October, 1980. In-between long hours waiting for a celebrity to emerge from a restaurant or a hotel, boredom immediately switches to fast action as the cameras click and roll when the person appears. The reaction to the gaggle of photographers is as varied as the people they often literally chase all around town. While some of the celebrities, such as Jacques Chirac who was mayor of Paris at the time, are perceived as comical caricatures, others are shown simply going about ordinary pursuits - including Catherine Deneuve, Gene Kelly, and Jean-Luc Godard.",1.66,/mDdAb7E2ayhpwJfZr5EPTClGrbG.jpg,['FR'],0,97,"['fr', 'en']",7.0,7,Art et Essai
